"AUC","Accuracy","Sensitivity","Specificity","F1"
0.855731368838552,0.880965621338206,0.918050863031708,0.793411874645396,0.915507749998238
0.856903364727305,0.878125558578777,0.909314522399242,0.804492207055368,0.912908650946275
0.854075146716206,0.881084784810629,0.920779202420164,0.787371091012248,0.915814264121762
0.855234840008978,0.880389664554825,0.917358175829458,0.793111504188499,0.915074983607251
0.853673868645954,0.877629044110345,0.912834504304556,0.794513232987351,0.912892577172384
0.852502567243367,0.876496991122321,0.911760132317392,0.793245002169342,0.912063126188742
0.855086243795075,0.875613195368513,0.905780404020413,0.804392083569736,0.91095724867424
0.856032515402612,0.879456217354174,0.91388060334469,0.798184427460535,0.91417137443171
0.848101312115692,0.88078687612957,0.92882285585038,0.767379768381003,0.916290712836354
0.856645344480347,0.87751981092729,0.908197740991532,0.805092947969162,0.912415497358405
0.855460061825678,0.876030267521996,0.906261044119934,0.804659079531422,0.911272210376688
0.85387152804291,0.879068936068797,0.916100029686594,0.791643026399226,0.914109996755674
0.854392085999494,0.880300291950507,0.91837600192256,0.790408170076428,0.915103110209601
0.851338246087273,0.881104645389367,0.924850506792576,0.777825985381971,0.916166616486602
0.846835801683034,0.87657643343727,0.920284425847128,0.77338717751894,0.912857833960835
0.851832384082166,0.860419852634506,0.873040331358939,0.830624436805393,0.897828046404792
0.856110450008037,0.873011459553931,0.89784984237832,0.814371057637753,0.908535625902985
0.851207313270349,0.877907092212667,0.917146128726728,0.785268497813971,0.913446579045554
0.855121474578209,0.879595241405335,0.915562843693012,0.794680105463405,0.914405924168943
0.855667732297344,0.879078866358166,0.913484782086261,0.797850682508427,0.913891737085882
0.852117326755331,0.880618061210304,0.922503852189033,0.78173080132163,0.915656395577258
0.854624264001005,0.866963913328434,0.885098743267504,0.824149784734506,0.903353797098522
0.856567557075795,0.878721375940895,0.911279492217871,0.801855621933718,0.913468283040124
0.851190005137013,0.879247681277432,0.920482336476343,0.781897673797684,0.91459954490547
0.852986401413098,0.877609183531608,0.913795784503598,0.792177018322598,0.912963342207659
0.856801517764793,0.871968779170225,0.89425917810543,0.819343857424156,0.907518058115931
0.855302904371297,0.875106750610713,0.904211255460213,0.806394553282382,0.910485897098283
0.850327606652143,0.880657782367778,0.925232191577489,0.775423021726796,0.915909822415651
0.85578774347006,0.87157156759548,0.894768091151981,0.816807395788139,0.907305605527404
0.855711501910566,0.877410577744235,0.909300385925727,0.802122617895404,0.912441219652318
0.854760195986016,0.878979563464479,0.91457329054694,0.794947101425091,0.91392084984355
0.855907874715282,0.87795674365951,0.910360621439376,0.801455127991189,0.912890010348298
0.856033941175164,0.870201187662608,0.891021925670422,0.821045956679905,0.906052569161438
0.854209279972609,0.876705527199063,0.909766889551732,0.798651670393485,0.912023127940593
0.852976102305912,0.878473118706679,0.915944528477926,0.790007676133898,0.913709950361011
0.854340247938459,0.865672975710512,0.882327994458502,0.826352501418416,0.902231184544331
0.852481991439385,0.880022243848186,0.920496472949858,0.784467509928912,0.915102029343977
0.855896813890762,0.877400647454867,0.909003519981905,0.80279010779962,0.912408655551614
0.850607297273672,0.88028043137177,0.923889226593534,0.77732536795381,0.915554123530813
0.856375272869666,0.877897161923298,0.909526569501972,0.803223976237359,0.912778242796544
0.85551382812378,0.879078866358166,0.913710965662506,0.797316690585055,0.913911217629218
0.856560895292728,0.877211971956863,0.907561599683343,0.805560190902113,0.912158562142578
0.839844865906533,0.877579392663502,0.933035524957944,0.746654206855121,0.914585816035252
0.854175713455747,0.878334094655518,0.913838193924144,0.794513232987351,0.913437897414158
0.854066481444344,0.880856388155151,0.920227879953067,0.787905082935621,0.915619945143822
0.842240783735339,0.880796806418939,0.937460241168238,0.74702132630244,0.917004300510254
0.853674667163506,0.8777382772934,0.913103097301347,0.794246237025665,0.912986939560129
0.856016765852871,0.869406764513118,0.889085228798824,0.822948302906919,0.905345588288217
0.853832800767261,0.880230779924927,0.919026279704265,0.788639321830257,0.915112997332545
0.856228984218154,0.879178169251852,0.912905186672133,0.799552781764176,0.913906441272829
0.850289322630403,0.879009354332585,0.921217433099139,0.779361212161666,0.914507844733223
0.856788941526165,0.873478183154257,0.898005343586989,0.815572539465341,0.908855489344655
0.854707893911975,0.878284443208675,0.912933459619163,0.796482328204786,0.913327252027691
0.85450889508144,0.867450497507497,0.88646998119849,0.822547808964389,0.903807904067337
0.856673298963952,0.873329228813728,0.897807432957774,0.81553916497013,0.908739697802198
0.856920051974911,0.878135488868146,0.909314522399242,0.804525581550579,0.912915129151292
0.855881989300349,0.873339159103096,0.898994896733061,0.812769081867637,0.908855748411853
0.849338323846134,0.854064467438581,0.861010192397405,0.837666455294864,0.892344883158743
0.854532591355196,0.866983773907172,0.885282517423204,0.823782665287188,0.903384952720296
0.855788756419652,0.871829755119064,0.895404232460171,0.816173280379134,0.90753436924642
0.850279489187515,0.878860399992056,0.920864021261256,0.779694957113774,0.914381566665029
0.856798021272278,0.877112669063177,0.9069678677957,0.806628174748857,0.912041281958334
0.85704594882353,0.873825743282159,0.89848598368651,0.815605913960551,0.909127319019897
0.856366681198239,0.875047168874501,0.90250074216486,0.810232620231619,0.910292513563418
